dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.376381,1.421683,2.265713,4.531427,4.531427,4.531427,5.860609
1.000000,6.956662,1.476027,5.846407,3.580693,-0.950734,-5.482161,1.254862
1.000000,7.101324,2.647085,7.026366,1.179959,-2.400734,-1.450000,1.570796
1.000000,7.101324,2.647085,7.026366,0.000000,-1.179959,1.220774,1.570796
