dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.581437,1.877700,2.265713,4.531427,4.531427,4.531427,5.860609
1.000000,6.481409,1.631379,5.558118,2.053383,-2.478044,-7.009471,1.254862
1.000000,6.601324,2.647085,6.584810,0.000000,-2.053383,0.424661,1.570796
1.000000,6.601324,2.647085,6.584810,0.000000,0.000000,2.053383,1.570796
