dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.786493,2.333718,2.265713,4.531427,4.531427,4.531427,5.860609
1.000000,6.006155,1.786732,4.551779,2.286066,-2.245361,-6.776788,1.254862
1.000000,6.101324,2.647085,5.417381,0.865601,-1.420464,0.824897,1.570796
1.000000,6.101324,2.647085,5.417381,0.000000,-0.865601,0.554863,1.570796
