dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.582216,3.947616,2.070333,4.140666,4.140666,4.140666,0.326764
1.000000,6.240514,2.274927,5.211103,3.140770,-0.999896,-5.140562,4.837093
1.000000,6.291473,1.357322,6.130123,0.919020,-2.221751,-1.221855,4.712389
1.000000,6.291473,1.357322,6.130123,0.000000,-0.919020,1.302731,4.712389
