dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.911577,2.131430,2.626636,5.253272,5.253272,5.253272,6.171869
1.000000,7.024759,1.774955,5.760160,3.133524,-2.119747,-7.373019,1.188598
1.000000,7.181126,2.947030,6.942621,1.182460,-1.951064,0.168683,1.570796
1.000000,7.181126,2.947030,6.942621,0.000000,-1.182460,0.768604,1.570796
