dt,x,y,position,velocity,acceleration,jerk,heading
1.000000,3.856034,1.634524,2.626636,5.253272,5.253272,5.253272,6.171869
1.000000,7.488682,1.588474,6.633115,2.759686,-2.493585,-7.746857,1.188598
1.000000,7.681126,2.947030,8.012958,0.000000,-2.759686,-0.266101,1.570796
1.000000,7.681126,2.947030,8.012958,0.000000,0.000000,2.759686,1.570796
